
SetupTitle, ExfoliatedMoS2_TGIdVg
PrimitiveTest, I/V Sweep
DataValue, -0.08, 0.1, 0.5, 2.06082E-08, -2.0653799999999997E-08, 1E-13, -2.0000000000000003E-14
DataValue, -0.095, 0.1, 0.5, 1.9755599999999997E-08, -1.9671799999999998E-08, 1.5000000000000002E-13, 9.4E-13
DataValue, -0.11, 0.1, 0.5, 1.91938E-08, -1.9007E-08, -2.0000000000000003E-14, 1.3300000000000002E-12
DataValue, -0.125, 0.1, 0.5, 1.81354E-08, -1.79724E-08, 3.0000000000000005E-14, -2.7E-13
DataValue, -0.14, 0.1, 0.5, 1.7259E-08, -1.7171E-08, 1.2000000000000002E-13, -1.8100000000000002E-12
DataValue, -0.155, 0.1, 0.5, 1.64838E-08, -1.65978E-08, -1.1000000000000001E-13, 1.0500000000000002E-12
DataValue, -0.17, 0.1, 0.5, 1.55772E-08, -1.5678399999999998E-08, 1.6000000000000003E-13, 7.8000000000000011E-13
DataValue, -0.185, 0.1, 0.5, 1.4746999999999998E-08, -1.4715399999999998E-08, -1.0000000000000002E-14, 2.5E-13
DataValue, -0.2, 0.1, 0.5, 1.3988E-08, -1.3913399999999999E-08, 1E-13, -9.9E-13
DataValue, -0.215, 0.1, 0.5, 1.32414E-08, -1.3272999999999999E-08, 7E-14, -3.9000000000000005E-13
DataValue, -0.23, 0.1, 0.5, 1.2432799999999999E-08, -1.24278E-08, 0, 8.8000000000000009E-13
DataValue, -0.24500000000000002, 0.1, 0.5, 1.1657399999999998E-08, -1.16122E-08, 1.3E-13, 7.5E-13
DataValue, -0.26, 0.1, 0.5, 1.0967199999999999E-08, -1.08786E-08, -3.0000000000000005E-14, -3.2000000000000005E-13
DataValue, -0.275, 0.1, 0.5, 1.0234999999999999E-08, -1.01804E-08, 1E-13, -1.7200000000000001E-12
DataValue, -0.29000000000000004, 0.1, 0.5, 9.3834E-09, -9.5723E-09, 5E-14, -1.07E-12
DataValue, -0.305, 0.1, 0.5, 8.9699E-09, -8.9383E-09, -9.0000000000000008E-14, 1.45E-12
DataValue, -0.32, 0.1, 0.5, 8.3194E-09, -8.3268E-09, -1.0000000000000002E-14, -1.95E-12
DataValue, -0.335, 0.1, 0.5, 7.7266E-09, -7.7331E-09, -9.0000000000000008E-14, 4.4000000000000004E-13
DataValue, -0.35000000000000003, 0.1, 0.5, 7.2143E-09, -7.2596E-09, -8.0000000000000013E-14, 1.22E-12
DataValue, -0.365, 0.1, 0.5, 6.72E-09, -6.7112E-09, -1.2000000000000002E-13, 7E-14
DataValue, -0.38, 0.1, 0.5, 6.1997E-09, -6.2117E-09, 1.3E-13, 6.9000000000000009E-13
DataValue, -0.395, 0.1, 0.5, 5.7849E-09, -5.7276E-09, 7E-14, -1.26E-12
DataValue, -0.41000000000000003, 0.1, 0.5, 5.3021E-09, -5.3072E-09, -8.0000000000000013E-14, 1.1000000000000002E-12
DataValue, -0.42500000000000004, 0.1, 0.5, 4.8808E-09, -4.8782E-09, -4.0000000000000006E-14, -2.3300000000000004E-12
DataValue, -0.44, 0.1, 0.5, 4.5098E-09, -4.5205E-09, -6.0000000000000009E-14, 9.1000000000000016E-13
DataValue, -0.455, 0.1, 0.5, 4.1138E-09, -4.1049E-09, 0, 1.1000000000000002E-12
DataValue, -0.47000000000000003, 0.1, 0.5, 3.7946E-09, -3.7775E-09, 0, 6.0000000000000009E-14
DataValue, -0.48500000000000004, 0.1, 0.5, 3.4677E-09, -3.4905E-09, 0, 1.13E-12
DataValue, -0.5, 0.1, 0.5, 3.1503999999999998E-09, -3.1523E-09, 1.0000000000000002E-14, -9.5E-13
DataValue, -0.515, 0.1, 0.5, 2.8597E-09, -2.8709E-09, 1.3E-13, 1.0500000000000002E-12
DataValue, -0.53, 0.1, 0.5, 2.5991E-09, -2.6072E-09, -1.1000000000000001E-13, -1.79E-12
DataValue, -0.545, 0.1, 0.5, 2.3596E-09, -2.353E-09, 1.4E-13, 5.7E-13
DataValue, -0.56, 0.1, 0.5, 2.1099E-09, -2.1016E-09, 5E-14, 9.7000000000000011E-13
DataValue, -0.57500000000000007, 0.1, 0.5, 1.8936E-09, -1.9123E-09, 2.2000000000000002E-13, -2.2000000000000002E-13
DataValue, -0.59000000000000008, 0.1, 0.5, 1.7421E-09, -1.7406E-09, 1.6000000000000003E-13, 4.8000000000000008E-13
DataValue, -0.605, 0.1, 0.5, 1.5579E-09, -1.5659E-09, 7E-14, -3.2000000000000005E-13
DataValue, -0.62, 0.1, 0.5, 1.4098E-09, -1.4163E-09, 1.0000000000000002E-14, 5.6E-13
DataValue, -0.635, 0.1, 0.5, 1.2497E-09, -1.2393E-09, -2.0000000000000003E-14, -2.75E-12
DataValue, -0.65, 0.1, 0.5, 1.1181E-09, -1.1147E-09, 9.0000000000000008E-14, 8.1000000000000008E-13
DataValue, -0.665, 0.1, 0.5, 9.8563E-10, -1.002E-09, 9.0000000000000008E-14, 8.4000000000000006E-13
DataValue, -0.68, 0.1, 0.5, 9.0497E-10, -9.0699000000000009E-10, 5E-14, -1.4800000000000002E-12
DataValue, -0.69500000000000006, 0.1, 0.5, 8.0625000000000009E-10, -8.0714000000000007E-10, 1.2000000000000002E-13, 9.9E-13
DataValue, -0.71000000000000008, 0.1, 0.5, 7.2444E-10, -7.2570000000000009E-10, -7E-14, 1.6200000000000002E-12
DataValue, -0.72500000000000009, 0.1, 0.5, 6.3548000000000006E-10, -6.3544E-10, 7E-14, 6.9000000000000009E-13
DataValue, -0.74, 0.1, 0.5, 5.5586000000000008E-10, -5.6239000000000006E-10, 3.0000000000000005E-14, 1E-12
DataValue, -0.755, 0.1, 0.5, 5.0674E-10, -5.0268000000000007E-10, -1E-13, -1.65E-12
DataValue, -0.77, 0.1, 0.5, 4.5392E-10, -4.5859E-10, -1.0000000000000002E-14, -2.4000000000000004E-13
DataValue, -0.785, 0.1, 0.5, 4.0045000000000005E-10, -3.9961000000000003E-10, 2.0000000000000003E-14, 1.1600000000000001E-12
DataValue, -0.8, 0.1, 0.5, 3.5516000000000004E-10, -3.5074E-10, 4.0000000000000006E-14, -1.9000000000000002E-13
DataValue, -0.81500000000000006, 0.1, 0.5, 3.0884000000000004E-10, -3.1049000000000003E-10, 8.0000000000000013E-14, 1.14E-12
DataValue, -0.83000000000000007, 0.1, 0.5, 2.7545E-10, -2.6925000000000003E-10, -1.6000000000000003E-13, -1.6100000000000002E-12
DataValue, -0.84500000000000008, 0.1, 0.5, 2.468E-10, -2.4547000000000003E-10, 0, 5.3000000000000006E-13
DataValue, -0.86, 0.1, 0.5, 2.1394E-10, -2.1611000000000002E-10, -6.0000000000000009E-14, 6.9000000000000009E-13
DataValue, -0.875, 0.1, 0.5, 1.9335E-10, -1.9268000000000003E-10, 6.0000000000000009E-14, -6.0000000000000007E-13
DataValue, -0.89, 0.1, 0.5, 1.6915E-10, -1.6992000000000002E-10, 4.0000000000000006E-14, 1.79E-12
DataValue, -0.905, 0.1, 0.5, 1.4643E-10, -1.4597000000000001E-10, -7E-14, -1.1900000000000002E-12
DataValue, -0.92, 0.1, 0.5, 1.3155E-10, -1.3142000000000002E-10, 5E-14, 4.9E-13
DataValue, -0.935, 0.1, 0.5, 1.1514E-10, -1.1716E-10, 1.1000000000000001E-13, 8.6000000000000007E-13
DataValue, -0.95000000000000007, 0.1, 0.5, 1.0529E-10, -1.0157E-10, 8.0000000000000013E-14, -8E-13
DataValue, -0.96500000000000008, 0.1, 0.5, 9.3510000000000008E-11, -9.3890000000000011E-11, 1E-13, 1.78E-12
DataValue, -0.98000000000000009, 0.1, 0.5, 8.3410000000000012E-11, -8.3390000000000009E-11, 7E-14, -1.0100000000000001E-12
DataValue, -0.995, 0.1, 0.5, 7.837000000000001E-11, -7.67E-11, 8.0000000000000013E-14, 7E-14
DataValue, -1.01, 0.1, 0.5, 6.483000000000001E-11, -6.893E-11, 5E-14, 1.02E-12
DataValue, -1.0250000000000001, 0.1, 0.5, 6.283E-11, -6.053000000000001E-11, 1.3E-13, -1.74E-12
DataValue, -1.04, 0.1, 0.5, 5.4510000000000007E-11, -5.579E-11, -5E-14, 1.8700000000000003E-12
DataValue, -1.0550000000000002, 0.1, 0.5, 4.7330000000000006E-11, -4.7180000000000005E-11, 1.6000000000000003E-13, 2.3000000000000003E-13
DataValue, -1.07, 0.1, 0.5, 4.629E-11, -4.3980000000000006E-11, 5E-14, 4.0000000000000006E-14
DataValue, -1.085, 0.1, 0.5, 3.6950000000000006E-11, -4.014E-11, -2.0000000000000003E-14, 6.8E-13
DataValue, -1.1, 0.1, 0.5, 3.624E-11, -3.3820000000000006E-11, 8.0000000000000013E-14, -1.3900000000000001E-12
DataValue, -1.115, 0.1, 0.5, 3.2400000000000006E-11, -3.415E-11, -9.0000000000000008E-14, 1.12E-12
DataValue, -1.1300000000000001, 0.1, 0.5, 2.695E-11, -2.7100000000000002E-11, -4.0000000000000006E-14, 7.3E-13
DataValue, -1.145, 0.1, 0.5, 2.7030000000000003E-11, -2.4830000000000003E-11, -1.3E-13, -1.2000000000000002E-13
DataValue, -1.1600000000000001, 0.1, 0.5, 2.067E-11, -2.3410000000000003E-11, -8.0000000000000013E-14, 1.2800000000000002E-12
DataValue, -1.175, 0.1, 0.5, 2.11E-11, -1.894E-11, -8.0000000000000013E-14, -2.08E-12
DataValue, -1.19, 0.1, 0.5, 1.952E-11, -2.143E-11, 1.0000000000000002E-14, 7.2000000000000006E-13
DataValue, -1.205, 0.1, 0.5, 1.673E-11, -1.692E-11, 4.0000000000000006E-14, 1.12E-12
DataValue, -1.22, 0.1, 0.5, 1.7690000000000002E-11, -1.4940000000000002E-11, 1.0000000000000002E-14, 4.6000000000000006E-13
DataValue, -1.235, 0.1, 0.5, 1.2330000000000001E-11, -1.502E-11, -9.0000000000000008E-14, 3.2000000000000005E-13
DataValue, -1.25, 0.1, 0.5, 1.27E-11, -1.0610000000000001E-11, 2E-13, -3.25E-12
DataValue, -1.2650000000000001, 0.1, 0.5, 1.2430000000000001E-11, -1.3580000000000002E-11, 8.0000000000000013E-14, 8.8000000000000009E-13
DataValue, -1.28, 0.1, 0.5, 9.3200000000000015E-12, -1.0320000000000001E-11, -1.0000000000000002E-14, 8E-13
DataValue, -1.2950000000000002, 0.1, 0.5, 1.1850000000000001E-11, -9.1800000000000009E-12, -5E-14, 6.8E-13
DataValue, -1.31, 0.1, 0.5, 7.3E-12, -1.0100000000000001E-11, 8.0000000000000013E-14, 1.46E-12
DataValue, -1.325, 0.1, 0.5, 7.64E-12, -6.1800000000000007E-12, 1E-13, -1.59E-12
DataValue, -1.34, 0.1, 0.5, 8.02E-12, -8.95E-12, 1.1000000000000001E-13, -3.6000000000000003E-13
DataValue, -1.355, 0.1, 0.5, 5.1500000000000005E-12, -6.7500000000000009E-12, 1.3E-13, 6.400000000000001E-13
DataValue, -1.37, 0.1, 0.5, 8.51E-12, -5.8E-12, 7E-14, -1.6000000000000003E-13
DataValue, -1.385, 0.1, 0.5, 5.03E-12, -6.96E-12, 1.0000000000000002E-14, 1.03E-12
DataValue, -1.4000000000000001, 0.1, 0.5, 4.56E-12, -3.3200000000000004E-12, 2.0000000000000003E-14, -1.6300000000000001E-12
DataValue, -1.415, 0.1, 0.5, 5.54E-12, -6.31E-12, 2.4000000000000004E-13, 1.0000000000000002E-14
DataValue, -1.4300000000000002, 0.1, 0.5, 2.79E-12, -5.24E-12, 1.0000000000000002E-14, 1.14E-12
DataValue, -1.445, 0.1, 0.5, 6.3400000000000009E-12, -3.3900000000000003E-12, 2.0000000000000003E-14, -4.8000000000000008E-13
DataValue, -1.46, 0.1, 0.5, 3.3400000000000003E-12, -5.39E-12, 5E-14, 1.6600000000000002E-12
DataValue, -1.475, 0.1, 0.5, 3.02E-12, -2.0500000000000004E-12, 5E-14, -7.3E-13
DataValue, -1.49, 0.1, 0.5, 4.36E-12, -3.81E-12, -3.0000000000000005E-14, 0
DataValue, -1.5050000000000001, 0.1, 0.5, 9.2000000000000012E-13, -3.7400000000000006E-12, 1.4E-13, 5.5000000000000008E-13
DataValue, -1.52, 0.1, 0.5, 5.0600000000000007E-12, -2.0500000000000004E-12, -2.0000000000000003E-14, -1.0600000000000001E-12
DataValue, -1.5350000000000001, 0.1, 0.5, 3.1200000000000004E-12, -4.63E-12, 2.0000000000000003E-14, 1.3400000000000002E-12
DataValue, -1.55, 0.1, 0.5, 2.0700000000000003E-12, -6.1E-13, -7E-14, -5.9E-13
DataValue, -1.5650000000000002, 0.1, 0.5, 3.72E-12, -2.0700000000000003E-12, 1.3E-13, -3.6000000000000003E-13
DataValue, -1.58, 0.1, 0.5, 2.1000000000000001E-13, -2.8900000000000004E-12, 1.2000000000000002E-13, 7.8000000000000011E-13
DataValue, -1.595, 0.1, 0.5, 3.5700000000000003E-12, -8.7E-13, 2.0000000000000003E-14, -1.6800000000000001E-12
DataValue, -1.61, 0.1, 0.5, 2.64E-12, -4.06E-12, 2.0000000000000003E-14, 1.4E-12
DataValue, -1.625, 0.1, 0.5, 1.03E-12, -6.0000000000000007E-13, 7E-14, 5.7E-13
DataValue, -1.6400000000000001, 0.1, 0.5, 3.6800000000000005E-12, -1.18E-12, -6.0000000000000009E-14, 7.4000000000000008E-13
DataValue, -1.655, 0.1, 0.5, -8.7E-13, -2.4000000000000003E-12, -8.0000000000000013E-14, 1.1900000000000002E-12
DataValue, -1.6700000000000002, 0.1, 0.5, 2.3800000000000004E-12, 6.0000000000000009E-14, 2.0000000000000003E-14, -2.5600000000000004E-12
DataValue, -1.685, 0.1, 0.5, 2.14E-12, -3.3100000000000002E-12, -9.0000000000000008E-14, 1.59E-12
DataValue, -1.7000000000000002, 0.1, 0.5, 6.400000000000001E-13, -5.2E-13, -2.0000000000000003E-14, 9.000000000000001E-13
DataValue, -1.715, 0.1, 0.5, 3.33E-12, -8E-13, 6.0000000000000009E-14, -4.7E-13
DataValue, -1.73, 0.1, 0.5, -7.3E-13, -1.98E-12, -1.1000000000000001E-13, 4.1E-13
DataValue, -1.745, 0.1, 0.5, 1.74E-12, 7.6000000000000009E-13, -1.0000000000000002E-14, -1.9900000000000002E-12
DataValue, -1.76, 0.1, 0.5, 2.1700000000000002E-12, -3.0300000000000002E-12, 6.0000000000000009E-14, 5.3000000000000006E-13
DataValue, -1.7750000000000001, 0.1, 0.5, 3.5E-13, -1.1000000000000002E-12, 1.2000000000000002E-13, 1.79E-12
DataValue, -1.79, 0.1, 0.5, 3.1100000000000003E-12, -7E-13, 1.0000000000000002E-14, 5.9E-13
DataValue, -1.8050000000000002, 0.1, 0.5, -2.1000000000000001E-13, -1.8400000000000002E-12, -2.0000000000000003E-14, 1.32E-12
DataValue, -1.82, 0.1, 0.5, 4.9E-13, 1.3400000000000002E-12, 1E-13, -2.4300000000000003E-12
DataValue, -1.8350000000000002, 0.1, 0.5, 1.64E-12, -2.2200000000000002E-12, 1.7E-13, -4.8000000000000008E-13
DataValue, -1.85, 0.1, 0.5, -4.1E-13, -1.32E-12, 5E-14, 1.2000000000000001E-12
DataValue, -1.865, 0.1, 0.5, 3.38E-12, -1.8000000000000002E-13, -1.1000000000000001E-13, -7E-14
DataValue, -1.8800000000000001, 0.1, 0.5, 2.0000000000000003E-14, -1.6800000000000001E-12, 6.0000000000000009E-14, 8.1000000000000008E-13
DataValue, -1.895, 0.1, 0.5, 3.5E-13, 1.5300000000000001E-12, 2E-13, -1.83E-12
DataValue, -1.9100000000000001, 0.1, 0.5, 1.7100000000000002E-12, -1.7600000000000002E-12, -8.0000000000000013E-14, 2.7E-13
DataValue, -1.925, 0.1, 0.5, -5.4E-13, -1.4400000000000001E-12, -1.1000000000000001E-13, 8.4000000000000006E-13
DataValue, -1.9400000000000002, 0.1, 0.5, 3E-12, 1.6000000000000003E-13, 7E-14, -1.7E-13
DataValue, -1.955, 0.1, 0.5, 3.0000000000000003E-13, -1.98E-12, -1.0000000000000002E-14, 1.3500000000000001E-12
DataValue, -1.9700000000000002, 0.1, 0.5, -6.0000000000000009E-14, 1.78E-12, 1.8000000000000002E-13, -1.46E-12
DataValue, -1.985, 0.1, 0.5, 1.95E-12, -9.4E-13, 3.0000000000000005E-14, -3.6000000000000003E-13
DataValue, -2, 0.1, 0.5, -9.000000000000001E-13, -1.14E-12, 6.0000000000000009E-14, 8.5000000000000011E-13
DataValue, -2, 0.4, 0.5, 3.4E-13, -1.8900000000000002E-12, -3.0000000000000005E-14, -8.4000000000000006E-13
DataValue, -1.985, 0.4, 0.5, 7E-13, -1.7600000000000002E-12, 2E-13, 8.1000000000000008E-13
DataValue, -1.9700000000000002, 0.4, 0.5, 4.4900000000000005E-12, -1.0500000000000002E-12, 0, -3.7000000000000004E-13
DataValue, -1.955, 0.4, 0.5, 1.74E-12, -3.33E-12, 0, 9.2000000000000012E-13
DataValue, -1.9400000000000002, 0.4, 0.5, 1.6200000000000002E-12, 8.2E-13, 5E-14, -1.86E-12
DataValue, -1.925, 0.4, 0.5, 2.8400000000000004E-12, -2.23E-12, -1.1000000000000001E-13, 2.3000000000000003E-13
DataValue, -1.9100000000000001, 0.4, 0.5, 4.1E-13, -2.28E-12, 7E-14, 3.7000000000000004E-13
DataValue, -1.895, 0.4, 0.5, 4.43E-12, -1.0600000000000001E-12, 1E-13, -1.6700000000000002E-12
DataValue, -1.8800000000000001, 0.4, 0.5, 2.74E-12, -3.3400000000000003E-12, 4.0000000000000006E-14, 1E-12
DataValue, -1.865, 0.4, 0.5, 1.6300000000000001E-12, 9.0000000000000008E-14, 8.0000000000000013E-14, -4.7E-13
DataValue, -1.85, 0.4, 0.5, 3.4200000000000004E-12, -2.14E-12, 6.0000000000000009E-14, -5.6E-13
DataValue, -1.8350000000000002, 0.4, 0.5, 6.7000000000000007E-13, -2.95E-12, 3.0000000000000005E-14, 3.4E-13
DataValue, -1.82, 0.4, 0.5, 4.8500000000000005E-12, -1.3900000000000001E-12, 1.0000000000000002E-14, -1.02E-12
DataValue, -1.8050000000000002, 0.4, 0.5, 3.3400000000000003E-12, -4.16E-12, -6.0000000000000009E-14, 1.09E-12
DataValue, -1.79, 0.4, 0.5, 2.6600000000000004E-12, -8.1000000000000008E-13, 4.0000000000000006E-14, -5E-13
DataValue, -1.7750000000000001, 0.4, 0.5, 4.82E-12, -2.46E-12, -6.0000000000000009E-14, -2.7E-13
DataValue, -1.76, 0.4, 0.5, 1.4300000000000002E-12, -3.6800000000000005E-12, 8.0000000000000013E-14, 4.2000000000000003E-13
DataValue, -1.745, 0.4, 0.5, 5.02E-12, -2.41E-12, 3.0000000000000005E-14, -1.27E-12
DataValue, -1.73, 0.4, 0.5, 4.58E-12, -5.3200000000000008E-12, 4.0000000000000006E-14, 9.4E-13
DataValue, -1.715, 0.4, 0.5, 3.28E-12, -1.85E-12, -5E-14, -3.3E-13
DataValue, -1.7000000000000002, 0.4, 0.5, 5.7300000000000008E-12, -3.58E-12, 9.0000000000000008E-14, -3.2000000000000005E-13
DataValue, -1.685, 0.4, 0.5, 2.34E-12, -4.56E-12, 0, 6.0000000000000007E-13
DataValue, -1.6700000000000002, 0.4, 0.5, 5.8200000000000006E-12, -3.6400000000000006E-12, 1.4E-13, -1.55E-12
DataValue, -1.655, 0.4, 0.5, 6.1E-12, -7.1300000000000005E-12, -4.0000000000000006E-14, 1.1000000000000002E-12
DataValue, -1.6400000000000001, 0.4, 0.5, 4.6900000000000004E-12, -4.42E-12, 1.2000000000000002E-13, 3.0000000000000003E-13
DataValue, -1.625, 0.4, 0.5, 7.62E-12, -4.98E-12, -7E-14, 1.7E-13
DataValue, -1.61, 0.4, 0.5, 4.2000000000000007E-12, -6.46E-12, 1.0000000000000002E-14, 3.6000000000000003E-13
DataValue, -1.595, 0.4, 0.5, 6.8900000000000007E-12, -4.89E-12, 0, -2.97E-12
DataValue, -1.58, 0.4, 0.5, 8E-12, -9.0900000000000011E-12, -3.0000000000000005E-14, 1.31E-12
DataValue, -1.5650000000000002, 0.4, 0.5, 6.8500000000000009E-12, -7.33E-12, -8.0000000000000013E-14, 1.88E-12
DataValue, -1.55, 0.4, 0.5, 1.0420000000000001E-11, -7.33E-12, 8.0000000000000013E-14, -4.2000000000000003E-13
DataValue, -1.5350000000000001, 0.4, 0.5, 6.76E-12, -9.58E-12, -1.1000000000000001E-13, 1.5000000000000002E-13
DataValue, -1.52, 0.4, 0.5, 9.88E-12, -7.5600000000000009E-12, -1.0000000000000002E-14, -2.37E-12
DataValue, -1.5050000000000001, 0.4, 0.5, 1.1220000000000001E-11, -1.2780000000000002E-11, -3.0000000000000005E-14, 8.9E-13
DataValue, -1.49, 0.4, 0.5, 1.0430000000000001E-11, -1.1540000000000001E-11, 1.7E-13, 7.4000000000000008E-13
DataValue, -1.475, 0.4, 0.5, 1.464E-11, -1.188E-11, 1E-13, 8.0000000000000013E-14
DataValue, -1.46, 0.4, 0.5, 1.19E-11, -1.462E-11, 0, 1.14E-12
DataValue, -1.445, 0.4, 0.5, 1.432E-11, -1.2870000000000002E-11, 1.4E-13, -1.7200000000000001E-12
DataValue, -1.4300000000000002, 0.4, 0.5, 1.7450000000000002E-11, -1.812E-11, 1.3E-13, -6.0000000000000009E-14
DataValue, -1.415, 0.4, 0.5, 1.6760000000000002E-11, -1.8400000000000002E-11, -2.0000000000000003E-14, 6.7000000000000007E-13
DataValue, -1.4000000000000001, 0.4, 0.5, 2.223E-11, -1.9270000000000002E-11, -1.6000000000000003E-13, -1.5000000000000002E-13
DataValue, -1.385, 0.4, 0.5, 2.0370000000000003E-11, -2.314E-11, -1.8000000000000002E-13, 9.6000000000000015E-13
DataValue, -1.37, 0.4, 0.5, 2.3280000000000003E-11, -2.1090000000000002E-11, 1.4E-13, -2.26E-12
DataValue, -1.355, 0.4, 0.5, 2.6370000000000002E-11, -2.6670000000000003E-11, 5E-14, -3.0000000000000003E-13
DataValue, -1.34, 0.4, 0.5, 2.6720000000000002E-11, -2.8920000000000002E-11, 3.0000000000000005E-14, 9.3E-13
DataValue, -1.325, 0.4, 0.5, 3.405E-11, -3.047E-11, 4.0000000000000006E-14, -2.8E-13
DataValue, -1.31, 0.4, 0.5, 3.4910000000000005E-11, -3.697E-11, 1.8000000000000002E-13, 1.12E-12
DataValue, -1.2950000000000002, 0.4, 0.5, 3.889E-11, -3.696E-11, 1.4E-13, -1.96E-12
DataValue, -1.28, 0.4, 0.5, 4.4310000000000006E-11, -4.486E-11, -4.0000000000000006E-14, -1.8000000000000002E-13
DataValue, -1.2650000000000001, 0.4, 0.5, 4.6600000000000006E-11, -4.876E-11, 2E-13, 1.17E-12
DataValue, -1.25, 0.4, 0.5, 5.4910000000000007E-11, -5.277E-11, 2.0000000000000003E-14, -4E-13
DataValue, -1.235, 0.4, 0.5, 5.947E-11, -6.102E-11, -1.0000000000000002E-14, 1.1100000000000001E-12
DataValue, -1.22, 0.4, 0.5, 6.563000000000001E-11, -6.3790000000000007E-11, -8.0000000000000013E-14, -1.41E-12
DataValue, -1.205, 0.4, 0.5, 7.473000000000001E-11, -7.3110000000000007E-11, 4.0000000000000006E-14, 7E-14
DataValue, -1.19, 0.4, 0.5, 7.891E-11, -8.108E-11, 1.4E-13, 5.1E-13
DataValue, -1.175, 0.4, 0.5, 9.344E-11, -8.9700000000000011E-11, -4.0000000000000006E-14, -1.1100000000000001E-12
DataValue, -1.1600000000000001, 0.4, 0.5, 1.0249000000000001E-10, -1.0298E-10, -1E-13, 7.4000000000000008E-13
DataValue, -1.145, 0.4, 0.5, 1.1214000000000001E-10, -1.1122E-10, 3.0000000000000005E-14, -5.3000000000000006E-13
DataValue, -1.1300000000000001, 0.4, 0.5, 1.2923E-10, -1.2806000000000002E-10, 6.0000000000000009E-14, -3.8000000000000005E-13
DataValue, -1.115, 0.4, 0.5, 1.3999E-10, -1.4198E-10, 1.5000000000000002E-13, 7.7000000000000005E-13
DataValue, -1.1, 0.4, 0.5, 1.6010000000000002E-10, -1.5789E-10, 0, -8.4000000000000006E-13
DataValue, -1.085, 0.4, 0.5, 1.7556E-10, -1.7854E-10, 8.0000000000000013E-14, 1.1500000000000002E-12
DataValue, -1.07, 0.4, 0.5, 1.9964000000000002E-10, -1.9651000000000003E-10, -4.0000000000000006E-14, -2.5E-13
DataValue, -1.0550000000000002, 0.4, 0.5, 2.2375000000000003E-10, -2.2083000000000003E-10, -1.2000000000000002E-13, 7E-14
DataValue, -1.04, 0.4, 0.5, 2.4234E-10, -2.4442E-10, -1.0000000000000002E-14, 7.6000000000000009E-13
DataValue, -1.0250000000000001, 0.4, 0.5, 2.8174E-10, -2.7739E-10, 2.0000000000000003E-14, -2.5800000000000003E-12
DataValue, -1.01, 0.4, 0.5, 3.0962E-10, -3.1016000000000004E-10, -4.0000000000000006E-14, 5.7E-13
DataValue, -0.995, 0.4, 0.5, 3.4009E-10, -3.4024E-10, 6.0000000000000009E-14, 1E-12
DataValue, -0.98000000000000009, 0.4, 0.5, 3.8458000000000003E-10, -3.8357000000000005E-10, 1E-13, 1.3E-13
DataValue, -0.96500000000000008, 0.4, 0.5, 4.2838E-10, -4.3035E-10, -7E-14, 7E-13
DataValue, -0.95000000000000007, 0.4, 0.5, 4.8176E-10, -4.7375E-10, 0, -2.2200000000000002E-12
DataValue, -0.935, 0.4, 0.5, 5.5262E-10, -5.5481000000000007E-10, -1.6000000000000003E-13, 8.7E-13
DataValue, -0.92, 0.4, 0.5, 6.1087000000000008E-10, -6.0645E-10, 1.1000000000000001E-13, 1.32E-12
DataValue, -0.905, 0.4, 0.5, 6.9185E-10, -6.8504E-10, 7E-14, 2.3000000000000003E-13
DataValue, -0.89, 0.4, 0.5, 7.5433E-10, -7.5037000000000007E-10, 8.0000000000000013E-14, 8.6000000000000007E-13
DataValue, -0.875, 0.4, 0.5, 8.4070000000000011E-10, -8.3608000000000007E-10, -7E-14, -2.59E-12
DataValue, -0.86, 0.4, 0.5, 9.7097E-10, -9.6144000000000015E-10, -8.0000000000000013E-14, 3.1000000000000004E-13
DataValue, -0.84500000000000008, 0.4, 0.5, 1.06079E-09, -1.05809E-09, 8.0000000000000013E-14, 1.3300000000000002E-12
DataValue, -0.83000000000000007, 0.4, 0.5, 1.1799E-09, -1.1718E-09, 1E-13, -2.4000000000000003E-12
DataValue, -0.81500000000000006, 0.4, 0.5, 1.3038E-09, -1.3005E-09, 2.0000000000000003E-14, 1.6800000000000001E-12
DataValue, -0.8, 0.4, 0.5, 1.4697E-09, -1.4782E-09, 2E-13, -8.0000000000000013E-14
DataValue, -0.785, 0.4, 0.5, 1.636E-09, -1.6376E-09, 9.0000000000000008E-14, -4.4000000000000004E-13
DataValue, -0.77, 0.4, 0.5, 1.8299E-09, -1.8459E-09, -1.0000000000000002E-14, 1.3900000000000001E-12
DataValue, -0.755, 0.4, 0.5, 2.0642E-09, -2.0471E-09, -6.0000000000000009E-14, -1.0000000000000002E-14
DataValue, -0.74, 0.4, 0.5, 2.2636E-09, -2.2698E-09, 8.0000000000000013E-14, 9.9E-13
DataValue, -0.72500000000000009, 0.4, 0.5, 2.4848E-09, -2.4908E-09, -1.1000000000000001E-13, -1.7000000000000002E-12
DataValue, -0.71000000000000008, 0.4, 0.5, 2.7468E-09, -2.7502E-09, 1.3E-13, 1.13E-12
DataValue, -0.69500000000000006, 0.4, 0.5, 3.0591E-09, -3.0417E-09, 1E-13, -4.8000000000000008E-13
DataValue, -0.68, 0.4, 0.5, 3.3427E-09, -3.3636E-09, 1E-13, 2.7E-13
DataValue, -0.665, 0.4, 0.5, 3.68E-09, -3.6736E-09, 1.4E-13, 1.21E-12
DataValue, -0.65, 0.4, 0.5, 4.0982E-09, -4.0929E-09, -4.0000000000000006E-14, -1E-13
