
SetupTitle, ExfoliatedMoS2_TGIdVg
PrimitiveTest, I/V Sweep
DataValue, -0.95000000000000007, 0.1, 1, 4.1705E-09, -4.1534E-09, -2.4000000000000003E-12, -7.100000000000001E-13
DataValue, -0.935, 0.1, 1, 4.3133E-09, -4.2167E-09, 7.2000000000000006E-13, 8.6000000000000007E-13
DataValue, -0.92, 0.1, 1, 4.4327E-09, -4.436E-09, 6.5000000000000006E-13, 9.2000000000000012E-13
DataValue, -0.905, 0.1, 1, 4.5432E-09, -4.5387E-09, 2.5E-13, 3.8400000000000006E-12
DataValue, -0.89, 0.1, 1, 4.6875E-09, -4.6483E-09, 1.07E-12, 2.5300000000000003E-12
DataValue, -0.875, 0.1, 1, 4.8751E-09, -4.9083E-09, -9.9E-13, 1E-13
DataValue, -0.86, 0.1, 1, 5.1279E-09, -5.1097E-09, 2.0500000000000004E-12, -4.6000000000000006E-13
DataValue, -0.84500000000000008, 0.1, 1, 5.2319E-09, -5.1877E-09, -2.64E-12, -1.04E-12
DataValue, -0.83000000000000007, 0.1, 1, 5.3061E-09, -5.281E-09, 1.03E-12, 1.6300000000000001E-12
DataValue, -0.81500000000000006, 0.1, 1, 5.4819E-09, -5.475E-09, 9.5E-13, 1.83E-12
DataValue, -0.8, 0.1, 1, 5.5516E-09, -5.5515E-09, 5.6E-13, 5.0600000000000007E-12
DataValue, -0.785, 0.1, 1, 5.753E-09, -5.8113E-09, 1.8000000000000002E-12, 1.1900000000000002E-12
DataValue, -0.77, 0.1, 1, 5.9729E-09, -5.9831E-09, -1.1600000000000001E-12, -3.1000000000000004E-13
DataValue, -0.755, 0.1, 1, 6.0784E-09, -6.0547E-09, 1.8000000000000002E-12, -6.0000000000000007E-13
DataValue, -0.74, 0.1, 1, 6.3341E-09, -6.3172E-09, -2.6000000000000002E-12, -1.37E-12
DataValue, -0.72500000000000009, 0.1, 1, 6.5915E-09, -6.5029E-09, 2.8E-13, 1.37E-12
DataValue, -0.71000000000000008, 0.1, 1, 6.6843E-09, -6.6701E-09, 1.32E-12, 4E-13
DataValue, -0.69500000000000006, 0.1, 1, 7.0565E-09, -7.033E-09, 8.2E-13, 4.4500000000000006E-12
DataValue, -0.68, 0.1, 1, 7.2831E-09, -7.3069E-09, 1.6800000000000001E-12, 1.7200000000000001E-12
DataValue, -0.665, 0.1, 1, 7.601E-09, -7.5725E-09, -1.23E-12, 3.0000000000000005E-14
DataValue, -0.65, 0.1, 1, 7.7045E-09, -7.6155E-09, 1.4400000000000001E-12, -9.7000000000000011E-13
DataValue, -0.635, 0.1, 1, 7.8533E-09, -7.8917E-09, -2.36E-12, -2.2000000000000003E-12
DataValue, -0.62, 0.1, 1, 8.0948E-09, -8.0716E-09, 2.2000000000000002E-13, 1.7500000000000002E-12
DataValue, -0.605, 0.1, 1, 8.2381E-09, -8.2552E-09, 1.3800000000000002E-12, 7E-13
DataValue, -0.59000000000000008, 0.1, 1, 8.5173E-09, -8.5758E-09, 1.04E-12, 5.0500000000000005E-12
DataValue, -0.57500000000000007, 0.1, 1, 8.8551E-09, -8.8142E-09, 1.6100000000000002E-12, 2.19E-12
DataValue, -0.56, 0.1, 1, 9.1189E-09, -9.0648E-09, -1.0100000000000001E-12, -1.3900000000000001E-12
DataValue, -0.545, 0.1, 1, 9.3487E-09, -9.3351E-09, 1.7700000000000001E-12, -1.5800000000000001E-12
DataValue, -0.53, 0.1, 1, 9.5462E-09, -9.533E-09, -2.5800000000000003E-12, -2.79E-12
DataValue, -0.515, 0.1, 1, 9.8474E-09, -9.8841E-09, 4.9E-13, 2.16E-12
DataValue, -0.5, 0.1, 1, 1.01912E-08, -1.01392E-08, 1.27E-12, 1.3900000000000001E-12
DataValue, -0.48500000000000004, 0.1, 1, 1.05455E-08, -1.05194E-08, 1.26E-12, 3.5700000000000003E-12
DataValue, -0.47000000000000003, 0.1, 1, 1.07713E-08, -1.08759E-08, 2.29E-12, 2.59E-12
DataValue, -0.455, 0.1, 1, 1.10555E-08, -1.11359E-08, -8.5000000000000011E-13, -1.21E-12
DataValue, -0.44, 0.1, 1, 1.1340199999999999E-08, -1.1474199999999998E-08, 1.3900000000000001E-12, 3.3100000000000002E-12
DataValue, -0.42500000000000004, 0.1, 1, 1.1658199999999999E-08, -1.1702E-08, -2.8800000000000002E-12, -2.5500000000000002E-12
DataValue, -0.41000000000000003, 0.1, 1, 1.2119E-08, -1.2122199999999999E-08, 2.09E-12, 3.61E-12
DataValue, -0.395, 0.1, 1, 1.2542999999999999E-08, -1.2527399999999999E-08, 1.3400000000000002E-12, -1.1900000000000002E-12
DataValue, -0.38, 0.1, 1, 1.2932399999999998E-08, -1.2818999999999999E-08, 1.12E-12, 4.31E-12
DataValue, -0.365, 0.1, 1, 1.3227399999999998E-08, -1.3168599999999999E-08, -2.2700000000000002E-12, -2.2500000000000003E-12
DataValue, -0.35000000000000003, 0.1, 1, 1.3720799999999998E-08, -1.3631399999999998E-08, 1.5200000000000002E-12, 1.32E-12
DataValue, -0.335, 0.1, 1, 1.4201E-08, -1.4094399999999999E-08, 1.83E-12, -3.0000000000000003E-13
DataValue, -0.32, 0.1, 1, 1.4552799999999999E-08, -1.4501799999999999E-08, 2.3000000000000003E-13, 2.13E-12
DataValue, -0.305, 0.1, 1, 1.4777599999999998E-08, -1.4876399999999999E-08, 7.6000000000000009E-13, 2.2000000000000002E-13
DataValue, -0.29000000000000004, 0.1, 1, 1.53344E-08, -1.52294E-08, -1.4400000000000001E-12, -1.36E-12
DataValue, -0.275, 0.1, 1, 1.58082E-08, -1.57934E-08, 2.4300000000000003E-12, 1.6800000000000001E-12
DataValue, -0.26, 0.1, 1, 1.6307399999999997E-08, -1.6326199999999998E-08, 1.1900000000000002E-12, -1.9900000000000002E-12
DataValue, -0.24500000000000002, 0.1, 1, 1.68992E-08, -1.67966E-08, 1.69E-12, 3.53E-12
DataValue, -0.23, 0.1, 1, 1.73976E-08, -1.73714E-08, -3.2700000000000004E-12, -3.2200000000000004E-12
DataValue, -0.215, 0.1, 1, 1.78682E-08, -1.7802399999999998E-08, 2.1000000000000003E-12, 2.4500000000000003E-12
DataValue, -0.2, 0.1, 1, 1.83748E-08, -1.83412E-08, 1.46E-12, -2.19E-12
DataValue, -0.185, 0.1, 1, 1.8893999999999997E-08, -1.8845799999999998E-08, 9.2000000000000012E-13, 3.9900000000000006E-12
DataValue, -0.17, 0.1, 1, 1.9546599999999998E-08, -1.9426599999999997E-08, -1.09E-12, -1.09E-12
DataValue, -0.155, 0.1, 1, 1.9940599999999998E-08, -1.9885E-08, 2.7E-13, 6.3E-13
DataValue, -0.14, 0.1, 1, 2.0504E-08, -2.0378999999999997E-08, 2.5800000000000003E-12, 9.7000000000000011E-13
DataValue, -0.125, 0.1, 1, 2.0708999999999997E-08, -2.0651599999999997E-08, 5.1E-13, 3.7000000000000004E-13
DataValue, -0.11, 0.1, 1, 2.1531799999999996E-08, -2.14966E-08, 8.9E-13, 1.8000000000000002E-12
DataValue, -0.095, 0.1, 1, 2.20752E-08, -2.22772E-08, -2.34E-12, -1.93E-12
DataValue, -0.08, 0.1, 1, 2.2722999999999998E-08, -2.28E-08, 2.57E-12, 2.77E-12
DataValue, -0.065, 0.1, 1, 2.32728E-08, -2.3333399999999996E-08, 1.2900000000000002E-12, -2.0700000000000003E-12
DataValue, -0.05, 0.1, 1, 2.3688599999999996E-08, -2.3783199999999996E-08, 1.7700000000000001E-12, 4.82E-12
DataValue, -0.035, 0.1, 1, 2.41472E-08, -2.4298999999999998E-08, -2.3300000000000004E-12, -2.69E-12
DataValue, -0.02, 0.1, 1, 2.4924999999999997E-08, -2.4835799999999997E-08, 1.83E-12, 5.5000000000000008E-13
DataValue, -0.005, 0.1, 1, 2.5430599999999996E-08, -2.54922E-08, 2.13E-12, -1.0500000000000002E-12
DataValue, 0.01, 0.1, 1, 2.6062599999999998E-08, -2.6278599999999998E-08, 7.3E-13, 1.6200000000000002E-12
DataValue, 0.025, 0.1, 1, 2.68016E-08, -2.6568599999999996E-08, 1.0100000000000001E-12, 1.2500000000000001E-12
DataValue, 0.04, 0.1, 1, 2.7519999999999998E-08, -2.76104E-08, -2.01E-12, -2.09E-12
DataValue, 0.055, 0.1, 1, 2.8490399999999997E-08, -2.8210799999999996E-08, 2.24E-12, 1.17E-12
DataValue, 0.07, 0.1, 1, 2.87498E-08, -2.8900199999999998E-08, 1.18E-12, -2.75E-12
DataValue, 0.085, 0.1, 1, 2.9404399999999998E-08, -2.9371399999999997E-08, 1.69E-12, 4.8000000000000005E-12
DataValue, 0.1, 0.1, 1, 3.0124399999999994E-08, -3.0177E-08, -3.23E-12, -4.43E-12
DataValue, 0.115, 0.1, 1, 3.06626E-08, -3.04342E-08, 2.3500000000000003E-12, 7E-13
DataValue, 0.13, 0.1, 1, 3.1027E-08, -3.1052E-08, 1.85E-12, -2.5600000000000004E-12
DataValue, 0.14500000000000002, 0.1, 1, 3.16984E-08, -3.16792E-08, 3.6000000000000003E-13, 2.64E-12
DataValue, 0.16, 0.1, 1, 3.1964999999999995E-08, -3.1989599999999995E-08, 2.4000000000000004E-13, -1.45E-12
DataValue, 0.17500000000000002, 0.1, 1, 3.26818E-08, -3.2617E-08, -8.2E-13, -1.4900000000000001E-12
DataValue, 0.19, 0.1, 1, 3.2871199999999995E-08, -3.3058E-08, 2.16E-12, 1.6E-12
DataValue, 0.20500000000000002, 0.1, 1, 3.36344E-08, -3.37042E-08, 1.0100000000000001E-12, -1.1000000000000002E-12
DataValue, 0.22, 0.1, 1, 3.4132E-08, -3.4065999999999995E-08, 1.7200000000000001E-12, 3.6200000000000003E-12
DataValue, 0.23500000000000001, 0.1, 1, 3.45852E-08, -3.4511599999999997E-08, -3.2600000000000002E-12, -3.6200000000000003E-12
DataValue, 0.25, 0.1, 1, 3.5161E-08, -3.51802E-08, 2.82E-12, 1.8100000000000002E-12
DataValue, 0.265, 0.1, 1, 3.57106E-08, -3.5811599999999995E-08, 1.1600000000000001E-12, -2.21E-12
DataValue, 0.28, 0.1, 1, 3.6283599999999994E-08, -3.6408199999999995E-08, 9.5E-13, 4.73E-12
DataValue, 0.29500000000000004, 0.1, 1, 3.67624E-08, -3.6727999999999996E-08, -1.22E-12, -2.46E-12
DataValue, 0.31, 0.1, 1, 3.7496599999999993E-08, -3.75114E-08, 7E-14, 1.0600000000000001E-12
DataValue, 0.325, 0.1, 1, 3.7891399999999993E-08, -3.77564E-08, 2.4000000000000003E-12, 8.1000000000000008E-13
DataValue, 0.34, 0.1, 1, 3.83242E-08, -3.8342399999999995E-08, 8.300000000000001E-13, 1.4400000000000001E-12
DataValue, 0.35500000000000004, 0.1, 1, 3.88458E-08, -3.89786E-08, 2E-12, 2.31E-12
DataValue, 0.37, 0.1, 1, 3.97384E-08, -3.94112E-08, -2.3300000000000004E-12, -2.0700000000000003E-12
DataValue, 0.385, 0.1, 1, 4.0207599999999997E-08, -3.9961599999999996E-08, 2.8400000000000004E-12, 2.06E-12
DataValue, 0.4, 0.1, 1, 4.0364799999999994E-08, -4.0262399999999995E-08, 1.08E-12, -3.2100000000000003E-12
DataValue, 0.41500000000000004, 0.1, 1, 4.0944399999999994E-08, -4.0715199999999995E-08, 3.1600000000000003E-12, 5.5600000000000005E-12
DataValue, 0.43, 0.1, 1, 4.148E-08, -4.1612199999999993E-08, -3.2200000000000004E-12, -3.58E-12
DataValue, 0.445, 0.1, 1, 4.1820999999999994E-08, -4.1743E-08, 1.91E-12, 1.59E-12
DataValue, 0.46, 0.1, 1, 4.2055999999999996E-08, -4.20324E-08, 2.23E-12, -2.92E-12
DataValue, 0.47500000000000003, 0.1, 1, 4.2466199999999995E-08, -4.2507E-08, 2.8E-13, 3.4200000000000004E-12
DataValue, 0.49000000000000005, 0.1, 1, 4.2771999999999994E-08, -4.2799399999999993E-08, 1.03E-12, -1.4E-12
DataValue, 0.505, 0.1, 1, 4.3103999999999993E-08, -4.32918E-08, -7.4000000000000008E-13, -5.2E-13
DataValue, 0.52, 0.1, 1, 4.36772E-08, -4.3607999999999996E-08, 2.51E-12, 9.6000000000000015E-13
DataValue, 0.535, 0.1, 1, 4.41732E-08, -4.42312E-08, 6.3E-13, -1.83E-12
DataValue, 0.55, 0.1, 1, 4.45638E-08, -4.45682E-08, 1.17E-12, 3.8800000000000004E-12
DataValue, 0.56500000000000006, 0.1, 1, 4.4890999999999995E-08, -4.4888999999999993E-08, -3.87E-12, -2.3200000000000002E-12
DataValue, 0.58000000000000007, 0.1, 1, 4.5013999999999995E-08, -4.4848999999999994E-08, 3.71E-12, 3.3400000000000003E-12
DataValue, 0.595, 0.1, 1, 4.49088E-08, -4.4994799999999996E-08, 1.5400000000000001E-12, -3.0900000000000004E-12
DataValue, 0.61, 0.1, 1, 4.54092E-08, -4.5387999999999996E-08, 1.64E-12, 4.93E-12
DataValue, 0.625, 0.1, 1, 4.5757799999999994E-08, -4.5515999999999995E-08, -1.91E-12, -3.38E-12
DataValue, 0.64, 0.1, 1, 4.59976E-08, -4.59134E-08, 1.3900000000000001E-12, 7E-13
DataValue, 0.655, 0.1, 1, 4.6609E-08, -4.6400999999999993E-08, 2.2700000000000002E-12, -1.3500000000000001E-12
DataValue, 0.67, 0.1, 1, 4.6628999999999994E-08, -4.6518599999999993E-08, -3.9000000000000005E-13, 2.08E-12
DataValue, 0.685, 0.1, 1, 4.6353199999999996E-08, -4.6347199999999996E-08, 1.46E-12, 7.9000000000000007E-13
DataValue, 0.70000000000000007, 0.1, 1, 4.675E-08, -4.6445599999999996E-08, -1.9900000000000002E-12, -2.0700000000000003E-12
DataValue, 0.71500000000000008, 0.1, 1, 4.6847599999999995E-08, -4.6946199999999993E-08, 3.43E-12, 1.88E-12
DataValue, 0.73, 0.1, 1, 4.7514799999999995E-08, -4.7305799999999996E-08, 8.6000000000000007E-13, -3.2400000000000003E-12
DataValue, 0.745, 0.1, 1, 4.7917799999999995E-08, -4.7933199999999994E-08, 2.1500000000000003E-12, 5.5E-12
DataValue, 0.76, 0.1, 1, 4.84972E-08, -4.8360999999999992E-08, -3.1E-12, -3.8900000000000006E-12
DataValue, 0.775, 0.1, 1, 4.8136199999999993E-08, -4.83468E-08, 2.51E-12, 1.31E-12
DataValue, 0.79, 0.1, 1, 4.8335799999999993E-08, -4.8296999999999992E-08, 1.83E-12, -2.62E-12
DataValue, 0.805, 0.1, 1, 4.8915399999999993E-08, -4.8846599999999992E-08, 6.0000000000000007E-13, 3.51E-12
DataValue, 0.82000000000000006, 0.1, 1, 4.8960799999999993E-08, -4.8741599999999992E-08, -8.1000000000000008E-13, -1.5600000000000002E-12
DataValue, 0.83500000000000008, 0.1, 1, 4.9061199999999996E-08, -4.8809599999999997E-08, -2.8E-13, -5.7E-13
DataValue, 0.85000000000000009, 0.1, 1, 4.94072E-08, -4.9377799999999996E-08, 2.64E-12, -7.2000000000000006E-13
DataValue, 0.865, 0.1, 1, 4.9303199999999992E-08, -4.93782E-08, 1.0500000000000002E-12, 1.08E-12
DataValue, 0.88, 0.1, 1, 4.9649E-08, -4.9509399999999992E-08, 2.5600000000000004E-12, 3.23E-12
DataValue, 0.895, 0.1, 1, 4.9820399999999994E-08, -4.9684E-08, -3.77E-12, -3.7E-12
DataValue, 0.91, 0.1, 1, 5.0014399999999996E-08, -5.0029E-08, 2.4300000000000003E-12, 1.9900000000000002E-12
DataValue, 0.925, 0.1, 1, 5.01056E-08, -5.0228E-08, 1.04E-12, -3.9900000000000006E-12
DataValue, 0.94000000000000006, 0.1, 1, 5.0745199999999993E-08, -5.1003199999999994E-08, 2.26E-12, 5.3500000000000004E-12
DataValue, 0.95500000000000007, 0.1, 1, 5.1170399999999996E-08, -5.1032399999999992E-08, -2.09E-12, -3.4400000000000003E-12
DataValue, 0.97000000000000008, 0.1, 1, 5.1456399999999996E-08, -5.1324599999999996E-08, 2E-12, 1.6000000000000003E-13
DataValue, 0.9850000000000001, 0.1, 1, 5.20092E-08, -5.2062599999999993E-08, 2.21E-12, -1.21E-12
DataValue, 1, 0.1, 1, 5.2415599999999996E-08, -5.2338199999999993E-08, 7.8000000000000011E-13, 3.87E-12
DataValue, 1, 0.1, 1, 5.2043999999999993E-08, -5.2087199999999993E-08, 3.6800000000000005E-12, -1.6600000000000002E-12
DataValue, 0.9850000000000001, 0.1, 1, 5.1605999999999992E-08, -5.16242E-08, 2E-13, 1.2400000000000002E-12
DataValue, 0.97000000000000008, 0.1, 1, 5.1160199999999994E-08, -5.13906E-08, 1.04E-12, 9.4E-13
DataValue, 0.95500000000000007, 0.1, 1, 5.0594599999999996E-08, -5.0558799999999992E-08, -2.52E-12, -2.9E-12
DataValue, 0.94000000000000006, 0.1, 1, 5.0206599999999992E-08, -5.04578E-08, 3.48E-12, 1.6200000000000002E-12
DataValue, 0.925, 0.1, 1, 5.0357799999999996E-08, -5.0370399999999996E-08, 5.1E-13, -2.18E-12
DataValue, 0.91, 0.1, 1, 4.9557999999999993E-08, -4.9714199999999995E-08, 2.34E-12, 5.54E-12
DataValue, 0.895, 0.1, 1, 4.9404E-08, -4.9696599999999996E-08, -3.6800000000000005E-12, -4.0400000000000006E-12
DataValue, 0.88, 0.1, 1, 4.8951799999999996E-08, -4.8685799999999992E-08, 2.92E-12, 2.39E-12
DataValue, 0.865, 0.1, 1, 4.8438599999999993E-08, -4.8471E-08, 1.21E-12, -1.4E-12
DataValue, 0.85000000000000009, 0.1, 1, 4.82534E-08, -4.8266199999999994E-08, 1.46E-12, 6.5E-12
DataValue, 0.83500000000000008, 0.1, 1, 4.7892599999999996E-08, -4.81134E-08, -6.0000000000000007E-13, -2.5000000000000003E-12
DataValue, 0.82000000000000006, 0.1, 1, 4.7479399999999993E-08, -4.7736799999999995E-08, -6.0000000000000007E-13, 8.0000000000000013E-14
DataValue, 0.805, 0.1, 1, 4.6673E-08, -4.6867E-08, 9.6000000000000015E-13, 8.300000000000001E-13
DataValue, 0.79, 0.1, 1, 4.6559999999999995E-08, -4.6636199999999992E-08, -5E-14, 6.400000000000001E-13
DataValue, 0.775, 0.1, 1, 4.5933199999999996E-08, -4.60058E-08, 1.0600000000000001E-12, 4.63E-12
DataValue, 0.76, 0.1, 1, 4.5894999999999995E-08, -4.5891599999999996E-08, -4.46E-12, -3.4100000000000002E-12
DataValue, 0.745, 0.1, 1, 4.5564E-08, -4.5586199999999993E-08, 2.64E-12, 3.9E-12
DataValue, 0.73, 0.1, 1, 4.5006799999999996E-08, -4.4820999999999995E-08, 5.8000000000000005E-13, -1.6100000000000002E-12
DataValue, 0.71500000000000008, 0.1, 1, 4.4543E-08, -4.4473599999999997E-08, 1.4300000000000002E-12, 5.58E-12
DataValue, 0.70000000000000007, 0.1, 1, 4.35526E-08, -4.3597599999999996E-08, -2.74E-12, -3.95E-12
DataValue, 0.685, 0.1, 1, 4.32836E-08, -4.3137399999999993E-08, 8.2E-13, 1.7200000000000001E-12
DataValue, 0.67, 0.1, 1, 4.2935399999999995E-08, -4.3108399999999993E-08, 1.1100000000000001E-12, 3.0000000000000003E-13
DataValue, 0.655, 0.1, 1, 4.25584E-08, -4.2446199999999993E-08, 2.1000000000000001E-13, 1.31E-12
DataValue, 0.64, 0.1, 1, 4.2363999999999995E-08, -4.23408E-08, 1.1000000000000002E-12, 1.03E-12
DataValue, 0.625, 0.1, 1, 4.2044599999999995E-08, -4.20192E-08, -2.52E-12, -1.3500000000000001E-12
DataValue, 0.61, 0.1, 1, 4.1287399999999993E-08, -4.1340199999999996E-08, 2.2000000000000003E-12, 8.7E-13
DataValue, 0.595, 0.1, 1, 4.08456E-08, -4.0776999999999995E-08, 6.3E-13, -1.2900000000000002E-12
DataValue, 0.58000000000000007, 0.1, 1, 4.04136E-08, -4.0443599999999993E-08, 1.09E-12, 4.9500000000000005E-12
DataValue, 0.56500000000000006, 0.1, 1, 3.9994399999999996E-08, -4.0350399999999996E-08, -3.96E-12, -2.6100000000000004E-12
DataValue, 0.55, 0.1, 1, 3.96786E-08, -3.96786E-08, 1.59E-12, 2.47E-12
DataValue, 0.535, 0.1, 1, 3.93598E-08, -3.9272599999999995E-08, 1.0100000000000001E-12, -1.98E-12
DataValue, 0.52, 0.1, 1, 3.8629599999999994E-08, -3.83848E-08, 9.7000000000000011E-13, 5.3500000000000004E-12
DataValue, 0.505, 0.1, 1, 3.8172E-08, -3.8088199999999994E-08, -8E-13, -2.8E-13
DataValue, 0.49000000000000005, 0.1, 1, 3.7599399999999993E-08, -3.7595399999999995E-08, -1.7100000000000002E-12, 1.8000000000000002E-13
DataValue, 0.47500000000000003, 0.1, 1, 3.6992799999999995E-08, -3.7098E-08, 1.4E-12, 1.1500000000000002E-12
DataValue, 0.46, 0.1, 1, 3.63304E-08, -3.63762E-08, -7.7000000000000005E-13, 6.2000000000000008E-13
DataValue, 0.445, 0.1, 1, 3.5967399999999996E-08, -3.60284E-08, 8.6000000000000007E-13, 3.1900000000000003E-12
DataValue, 0.43, 0.1, 1, 3.52158E-08, -3.5213399999999994E-08, -3.3700000000000004E-12, -1.12E-12
DataValue, 0.41500000000000004, 0.1, 1, 3.4686599999999996E-08, -3.4589E-08, 2.23E-12, 2E-12
DataValue, 0.4, 0.1, 1, 3.4269399999999996E-08, -3.4579999999999996E-08, 7.2000000000000006E-13, -2.41E-12
DataValue, 0.385, 0.1, 1, 3.39734E-08, -3.3865799999999996E-08, 8.1000000000000008E-13, 6.09E-12
DataValue, 0.37, 0.1, 1, 3.3390799999999994E-08, -3.32306E-08, -3.3900000000000003E-12, -1.6700000000000002E-12
DataValue, 0.35500000000000004, 0.1, 1, 3.25024E-08, -3.24252E-08, 1.08E-12, 1.88E-12
DataValue, 0.34, 0.1, 1, 3.20118E-08, -3.2129599999999995E-08, 1.2800000000000002E-12, 2.5E-13
DataValue, 0.325, 0.1, 1, 3.1489799999999995E-08, -3.16126E-08, -2.7E-13, 3.85E-12
DataValue, 0.31, 0.1, 1, 3.0795199999999996E-08, -3.07262E-08, -2E-13, 3.4E-13
DataValue, 0.29500000000000004, 0.1, 1, 3.0194399999999994E-08, -3.0243599999999994E-08, -2.1000000000000003E-12, -8.2E-13
DataValue, 0.28, 0.1, 1, 2.9865599999999996E-08, -2.9565799999999997E-08, 2.2200000000000002E-12, 1.65E-12
DataValue, 0.265, 0.1, 1, 2.9276799999999997E-08, -2.9429399999999997E-08, 3.4E-13, -1.02E-12
DataValue, 0.25, 0.1, 1, 2.8694999999999997E-08, -2.8686199999999997E-08, 1.6600000000000002E-12, 4.7100000000000007E-12
DataValue, 0.23500000000000001, 0.1, 1, 2.80364E-08, -2.79924E-08, -3.7800000000000005E-12, -2.5600000000000004E-12
DataValue, 0.22, 0.1, 1, 2.7339799999999998E-08, -2.7347599999999996E-08, 1.5200000000000002E-12, 2.0500000000000004E-12
DataValue, 0.20500000000000002, 0.1, 1, 2.6593599999999998E-08, -2.6593399999999997E-08, 1.13E-12, -1.9400000000000002E-12
DataValue, 0.19, 0.1, 1, 2.5934399999999998E-08, -2.5887999999999997E-08, 5.7E-13, 4.87E-12
DataValue, 0.17500000000000002, 0.1, 1, 2.5367599999999997E-08, -2.52122E-08, -2.11E-12, -1.4700000000000002E-12
DataValue, 0.16, 0.1, 1, 2.47632E-08, -2.47438E-08, -5.3000000000000006E-13, 8.8000000000000009E-13
DataValue, 0.14500000000000002, 0.1, 1, 2.4475999999999997E-08, -2.4270999999999996E-08, 1.55E-12, 1.4700000000000002E-12
DataValue, 0.13, 0.1, 1, 2.3786599999999998E-08, -2.376E-08, -1.2000000000000002E-13, 5.7E-13
DataValue, 0.115, 0.1, 1, 2.3074999999999997E-08, -2.3308799999999996E-08, 7.9000000000000007E-13, 2.21E-12
DataValue, 0.1, 0.1, 1, 2.2678199999999997E-08, -2.2753599999999998E-08, -3.0600000000000003E-12, -1.4700000000000002E-12
DataValue, 0.085, 0.1, 1, 2.1982799999999998E-08, -2.1917199999999998E-08, 1.32E-12, 3.3900000000000003E-12
DataValue, 0.07, 0.1, 1, 2.1448399999999996E-08, -2.1449999999999997E-08, 3.7000000000000004E-13, -1.74E-12
DataValue, 0.055, 0.1, 1, 2.1195199999999996E-08, -2.11206E-08, 1.0600000000000001E-12, 5.4200000000000007E-12
DataValue, 0.04, 0.1, 1, 2.06402E-08, -2.0517799999999998E-08, -3.4400000000000003E-12, -2.2500000000000003E-12
DataValue, 0.025, 0.1, 1, 1.9667999999999998E-08, -1.9779599999999997E-08, 7.3E-13, 2.44E-12
DataValue, 0.01, 0.1, 1, 1.93978E-08, -1.9410199999999997E-08, 1.4E-12, 3.1000000000000004E-13
DataValue, -0.005, 0.1, 1, 1.89502E-08, -1.9011199999999998E-08, -4.5000000000000005E-13, 2.39E-12
DataValue, -0.02, 0.1, 1, 1.82576E-08, -1.8248999999999997E-08, -4.6000000000000006E-13, 1.3300000000000002E-12
DataValue, -0.035, 0.1, 1, 1.78226E-08, -1.79978E-08, -2.3200000000000002E-12, -7.9000000000000007E-13
DataValue, -0.05, 0.1, 1, 1.74332E-08, -1.7437399999999998E-08, 1.4400000000000001E-12, 2.87E-12
DataValue, -0.065, 0.1, 1, 1.6961399999999997E-08, -1.6923599999999998E-08, 4.0000000000000006E-14, -1.04E-12
DataValue, -0.08, 0.1, 1, 1.6308199999999997E-08, -1.6252E-08, 1E-12, 4.8100000000000007E-12
DataValue, -0.095, 0.1, 1, 1.5970799999999997E-08, -1.5990199999999997E-08, -4.32E-12, -2.41E-12
DataValue, -0.11, 0.1, 1, 1.5410199999999998E-08, -1.5564999999999997E-08, 1.3400000000000002E-12, 3.1100000000000003E-12
DataValue, -0.125, 0.1, 1, 1.4979799999999998E-08, -1.4932599999999997E-08, 8E-13, -9.3E-13
DataValue, -0.14, 0.1, 1, 1.45622E-08, -1.4566599999999999E-08, -4.1E-13, 4.08E-12
DataValue, -0.155, 0.1, 1, 1.4127599999999999E-08, -1.40174E-08, -1.6E-12, -6.5000000000000006E-13
DataValue, -0.17, 0.1, 1, 1.3583799999999999E-08, -1.35914E-08, -1E-12, 3.0000000000000003E-13
DataValue, -0.185, 0.1, 1, 1.3096799999999999E-08, -1.3052399999999999E-08, 1.3800000000000002E-12, 1.83E-12
DataValue, -0.2, 0.1, 1, 1.2818999999999999E-08, -1.28336E-08, -4.4000000000000004E-13, -1.3E-13
DataValue, -0.215, 0.1, 1, 1.2299399999999998E-08, -1.23268E-08, 7.6000000000000009E-13, 3.75E-12
DataValue, -0.23, 0.1, 1, 1.1873199999999999E-08, -1.1888799999999999E-08, -3.87E-12, -1.79E-12
DataValue, -0.24500000000000002, 0.1, 1, 1.1473599999999999E-08, -1.1432E-08, 1.98E-12, 2.6300000000000003E-12
DataValue, -0.26, 0.1, 1, 1.1185199999999998E-08, -1.1156999999999999E-08, 5.7E-13, -1.8200000000000003E-12
DataValue, -0.275, 0.1, 1, 1.0803E-08, -1.0825E-08, 2.8E-13, 6.4900000000000008E-12
DataValue, -0.29000000000000004, 0.1, 1, 1.0251799999999999E-08, -1.0231599999999999E-08, -2.85E-12, -1.4E-12
DataValue, -0.305, 0.1, 1, 9.8532E-09, -8.9307E-09, 1.4200000000000002E-12, 2.04E-12
DataValue, -0.32, 0.1, 1, 9.3882E-09, -9.7138E-09, -4.3000000000000004E-13, 3.5900000000000003E-12
DataValue, -0.335, 0.1, 1, 9.292E-09, -9.3296E-09, 1.04E-12, 2.9400000000000004E-12
DataValue, -0.35000000000000003, 0.1, 1, 8.8955E-09, -8.8955E-09, 6.7000000000000007E-13, 5.48E-12
DataValue, -0.365, 0.1, 1, 8.7093E-09, -8.6983E-09, 1.7500000000000002E-12, 1.7200000000000001E-12
