
SetupTitle, ExfoliatedMoS2_TGIdVd
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, sqrtID
TestParameter, Function.User.Unit, 
TestParameter, Function.User.Definition, sqrt(ID)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, VD
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, 0
TestParameter, Output.Graph.XAxis.Right, 5
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, false
TestParameter, Output.Graph.YAxis.Data, ID
TestParameter, Output.Graph.YAxis.Scale, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1
TestParameter, Output.Graph.YAxis.Group, 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true
TestParameter, Output.List.Data, VD, ID, VG, IG, VBG
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 09/24/2025 15:51:26
MetaData, TestRecord.TestTarget, E31-M2
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, 53acefdc-3b6b-4fe9-bd7d-6fffef3620d9
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, VD
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, false
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 1.5
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, ID
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 5.1E-13
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 7.9E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 1.6666666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, -6.4557003701356836E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 1.6666666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, -6.4557003701356836E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 1.6666666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, -6.4557003701356836E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 1.6666666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, -6.4557003701356836E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 1.6666666666666667
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, -6.4557003701356836E-07
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, [VAR1] Unit=SMU1:HR, Name=VD, Direction=Double, Linear/Log=LINEAR, Start=0 V, Stop=1.5 V, Step=15 mV, No. of Steps=101, Compliance=10 mA, Pwr Comp=OFF	[VAR2] Unit=SMU4:HR, Name=VG, Start=-2 V, Stop=1 V, Step=500 mV, No. of Steps=7, Compliance=1 mA, Pwr Comp=OFF	[CONSTANTS] Unit=SMU2:HR, Name=VS, Source Mode=V, Source=0 V, Compliance=100 mA	[CONSTANTS] Unit=SMU3:HR, Name=VBG, Source Mode=V, Source=2 V, Compliance=1 mA
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, VG	-2,-1.5,-1,-0.5,0,0.5,1	-2	0.5	7
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, VD, ID, VG, IG, VBG
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, V, A, V
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, ExfoliatedMoS2_TGIdVd
Dimension1, 202, 202, 202, 202, 202, 202
Dimension2, 7, 7, 7, 7, 7, 7
DataName, VD, VG, VBG, ID, IG, sqrtID
DataValue, 0, -2, 2, 2.6600000000000004E-12, -1.3440000000000001E-11, 1.6309506430300093E-06
DataValue, 0.015000000000000001, -2, 2, 2.06E-12, -1.2950000000000001E-11, 1.4352700094407324E-06
DataValue, 0.030000000000000002, -2, 2, 3.0300000000000002E-12, -1.3160000000000001E-11, 1.7406895185529211E-06
DataValue, 0.045000000000000005, -2, 2, 3E-12, -1.3500000000000002E-11, 1.7320508075688774E-06
DataValue, 0.060000000000000005, -2, 2, 3.6000000000000004E-12, -1.3470000000000001E-11, 1.8973665961010277E-06
DataValue, 0.075, -2, 2, 4.0400000000000006E-12, -1.413E-11, 2.0099751242241781E-06
DataValue, 0.090000000000000011, -2, 2, 4.5500000000000006E-12, -1.4810000000000002E-11, 2.1330729007701545E-06
DataValue, 0.10500000000000001, -2, 2, 4.6100000000000008E-12, -1.475E-11, 2.147091055358389E-06
DataValue, 0.12000000000000001, -2, 2, 5.0000000000000005E-12, -1.452E-11, 2.23606797749979E-06
DataValue, 0.135, -2, 2, 4.8500000000000005E-12, -1.31E-11, 2.2022715545545241E-06
DataValue, 0.15, -2, 2, 5.4700000000000007E-12, -1.341E-11, 2.3388031127053E-06
DataValue, 0.165, -2, 2, 5.24E-12, -1.1720000000000001E-11, 2.2891046284519193E-06
DataValue, 0.18000000000000002, -2, 2, 5.6700000000000007E-12, -1.2040000000000001E-11, 2.3811761799581317E-06
DataValue, 0.195, -2, 2, 5.4000000000000004E-12, -1.1310000000000001E-11, 2.3237900077244503E-06
DataValue, 0.21000000000000002, -2, 2, 5.34E-12, -1.0720000000000001E-11, 2.3108440016582685E-06
DataValue, 0.225, -2, 2, 5.5600000000000005E-12, -1.059E-11, 2.3579652245103193E-06
DataValue, 0.24000000000000002, -2, 2, 5.9600000000000005E-12, -1.0300000000000001E-11, 2.4413111231467409E-06
DataValue, 0.255, -2, 2, 5.2500000000000004E-12, -1.036E-11, 2.29128784747792E-06
DataValue, 0.27, -2, 2, 5.02E-12, -1.0640000000000002E-11, 2.240535650240808E-06
DataValue, 0.28500000000000003, -2, 2, 5.0100000000000007E-12, -1.078E-11, 2.2383029285599394E-06
DataValue, 0.3, -2, 2, 4.99E-12, -1.0720000000000001E-11, 2.2338307903688678E-06
DataValue, 0.315, -2, 2, 4.57E-12, -1.0090000000000001E-11, 2.1377558326431949E-06
DataValue, 0.33, -2, 2, 5.2700000000000008E-12, -9.8300000000000015E-12, 2.2956480566497996E-06
DataValue, 0.34500000000000003, -2, 2, 5.24E-12, -1.019E-11, 2.2891046284519193E-06
DataValue, 0.36000000000000004, -2, 2, 5.19E-12, -1.1E-11, 2.2781571499789036E-06
DataValue, 0.375, -2, 2, 5.3500000000000004E-12, -1.117E-11, 2.3130067012440757E-06
DataValue, 0.39, -2, 2, 5.49E-12, -1.0850000000000002E-11, 2.3430749027719963E-06
DataValue, 0.405, -2, 2, 5.55E-12, -1.1720000000000001E-11, 2.3558437978779496E-06
DataValue, 0.42000000000000004, -2, 2, 4.9000000000000005E-12, -1.1630000000000001E-11, 2.2135943621178659E-06
DataValue, 0.435, -2, 2, 4.7000000000000006E-12, -1.209E-11, 2.16794833886788E-06
DataValue, 0.45, -2, 2, 4.8500000000000005E-12, -1.1730000000000001E-11, 2.2022715545545241E-06
DataValue, 0.465, -2, 2, 4.78E-12, -1.199E-11, 2.1863211109075448E-06
DataValue, 0.48000000000000004, -2, 2, 4.9600000000000007E-12, -1.1960000000000002E-11, 2.227105745132009E-06
DataValue, 0.49500000000000005, -2, 2, 5.24E-12, -1.2220000000000001E-11, 2.2891046284519193E-06
DataValue, 0.51, -2, 2, 6.21E-12, -1.2240000000000001E-11, 2.4919871588754223E-06
DataValue, 0.525, -2, 2, 6.8800000000000006E-12, -1.3180000000000002E-11, 2.6229754097208002E-06
DataValue, 0.54, -2, 2, 6.9000000000000009E-12, -1.3390000000000002E-11, 2.6267851073127397E-06
DataValue, 0.555, -2, 2, 6.92E-12, -1.3550000000000001E-11, 2.630589287593181E-06
DataValue, 0.57000000000000006, -2, 2, 7.01E-12, -1.4000000000000002E-11, 2.6476404589747455E-06
DataValue, 0.58500000000000008, -2, 2, 7.1900000000000007E-12, -1.332E-11, 2.6814175355583845E-06
DataValue, 0.6, -2, 2, 7.4800000000000012E-12, -1.289E-11, 2.734958866235469E-06
DataValue, 0.615, -2, 2, 8.2900000000000012E-12, -1.2330000000000001E-11, 2.879236009777594E-06
DataValue, 0.63, -2, 2, 8.4700000000000009E-12, -1.218E-11, 2.9103264421710497E-06
DataValue, 0.645, -2, 2, 8.1900000000000013E-12, -1.2150000000000001E-11, 2.8618176042508371E-06
DataValue, 0.66, -2, 2, 8.7900000000000011E-12, -1.179E-11, 2.9647934160747187E-06
DataValue, 0.675, -2, 2, 9.02E-12, -1.27E-11, 3.0033314835362414E-06
DataValue, 0.69000000000000006, -2, 2, 9.13E-12, -1.2830000000000001E-11, 3.0215889859476255E-06
DataValue, 0.70500000000000007, -2, 2, 8.380000000000001E-12, -1.2880000000000002E-11, 2.8948229652260261E-06
DataValue, 0.72000000000000008, -2, 2, 8.54E-12, -1.3370000000000001E-11, 2.9223278392404915E-06
DataValue, 0.735, -2, 2, 8.22E-12, -1.292E-11, 2.86705423736629E-06
DataValue, 0.75, -2, 2, 8.16E-12, -1.282E-11, 2.8565713714171403E-06
DataValue, 0.765, -2, 2, 8.03E-12, -1.282E-11, 2.833725463060951E-06
DataValue, 0.78, -2, 2, 8.3700000000000009E-12, -1.281E-11, 2.8930952282978866E-06
DataValue, 0.795, -2, 2, 7.2000000000000008E-12, -1.099E-11, 2.6832815729997478E-06
DataValue, 0.81, -2, 2, 7.6600000000000009E-12, -1.198E-11, 2.7676705006196096E-06
DataValue, 0.82500000000000007, -2, 2, 8.2800000000000011E-12, -1.2880000000000002E-11, 2.8774989139876321E-06
DataValue, 0.84000000000000008, -2, 2, 8.34E-12, -1.3070000000000002E-11, 2.8879058156387305E-06
DataValue, 0.85500000000000009, -2, 2, 8.380000000000001E-12, -1.3540000000000001E-11, 2.8948229652260261E-06
DataValue, 0.87, -2, 2, 7.94E-12, -1.413E-11, 2.8178005607210743E-06
DataValue, 0.885, -2, 2, 9.27E-12, -1.544E-11, 3.0446674695276658E-06
DataValue, 0.9, -2, 2, 9.06E-12, -1.549E-11, 3.0099833886584824E-06
DataValue, 0.915, -2, 2, 8.4900000000000012E-12, -1.4500000000000002E-11, 2.9137604568666931E-06
DataValue, 0.93, -2, 2, 8.77E-12, -1.533E-11, 2.9614185789921695E-06
DataValue, 0.94500000000000006, -2, 2, 8.46E-12, -1.454E-11, 2.9086079144497975E-06
DataValue, 0.96000000000000008, -2, 2, 9.4200000000000015E-12, -1.5010000000000002E-11, 3.0692018506445615E-06
DataValue, 0.97500000000000009, -2, 2, 9.26E-12, -1.528E-11, 3.0430248109405877E-06
DataValue, 0.9900000000000001, -2, 2, 9.9100000000000012E-12, -1.6140000000000002E-11, 3.1480152477394391E-06
DataValue, 1.0050000000000001, -2, 2, 1.036E-11, -1.6290000000000003E-11, 3.2186953878862164E-06
DataValue, 1.02, -2, 2, 9.9900000000000009E-12, -1.6910000000000003E-11, 3.1606961258558217E-06
DataValue, 1.0350000000000001, -2, 2, 1.076E-11, -1.695E-11, 3.280243893371345E-06
DataValue, 1.05, -2, 2, 1.1240000000000001E-11, -1.6780000000000002E-11, 3.3526109228480421E-06
DataValue, 1.065, -2, 2, 1.0740000000000002E-11, -1.553E-11, 3.2771939216347881E-06
DataValue, 1.08, -2, 2, 1.149E-11, -1.498E-11, 3.3896902513356586E-06
DataValue, 1.095, -2, 2, 1.191E-11, -1.5340000000000002E-11, 3.4510867853474797E-06
DataValue, 1.11, -2, 2, 1.2660000000000001E-11, -1.573E-11, 3.5580893749314394E-06
DataValue, 1.125, -2, 2, 1.2050000000000001E-11, -1.5030000000000002E-11, 3.4713109915419565E-06
DataValue, 1.1400000000000001, -2, 2, 1.2640000000000001E-11, -1.526E-11, 3.5552777669262357E-06
DataValue, 1.155, -2, 2, 1.321E-11, -1.6360000000000002E-11, 3.6345563690772497E-06
DataValue, 1.1700000000000002, -2, 2, 1.3350000000000001E-11, -1.6890000000000003E-11, 3.6537651812890223E-06
DataValue, 1.185, -2, 2, 1.2560000000000001E-11, -1.582E-11, 3.5440090293338702E-06
